Y	DAZ2	23219434	23291356
Y	DAZ2	23219741	23285501
Y	DAZ3	24763069	24813492
Y	DAZ4	24833820	24907040
Y	DDX3Y	12904108	12920478
Y	DDX3Y	12904937	12918122
Y	EIF1AY	20575725	20593154
Y	EIF1AY	20575872	20592346
Y	FAM197Y5	9458613	9465974
Y	HSFY1	18546671	18588963
Y	HSFY1	18771935	18773618
Y	HSFY2	18546788	18548471
Y	HSFY2	18731440	18828662
Y	KDM5D	19703865	19744939
Y	KDM5D	19705995	19744534
Y	LINC00266-4P	25378300	25394719
Y	Metazoa_SRP	24210958	24211216
Y	Metazoa_SRP	25458926	25459184
Y	NLGN4Y	14522638	14845650
Y	NLGN4Y	14622120	14841262
Y	PCDH11Y	5000226	5742224
Y	PCDH11Y	5056824	5737942
Y	PRORY	21382954	21386360
Y	PRORY	21383186	21386263
Y	PRY	22490397	22514637
Y	PRY	22501565	22514070
Y	PRY2	22071756	22096007
Y	PRY2	22072323	22084839
Y	PRYP3	23681440	23694579
Y	PRYP4	25975549	25988069
Y	RBMY1A1	21511372	21549326
Y	RBMY1A1	21536892	21549048
Y	RBMY1B	21511338	21549094
Y	RBMY1B	21513351	21525508
Y	RBMY1D	21880076	21894526
Y	RBMY1D	21880354	21892513
Y	RBMY1E	21880076	21918067
Y	RBMY1E	21903896	21916054
Y	RBMY1F	22168542	22182982
Y	RBMY1F	22168820	22180969
Y	RBMY1J	22308823	22417881
Y	RBMY1J	22405448	22417603
Y	RN7SKP282	7324297	7324595
Y	RN7SL702P	12273473	12273764
Y	RNA5-8SP6	10200155	10200306
Y	RNA5SP518	10090410	10090528
Y	RNA5SP519	10092875	10092993
Y	RNA5SP520	17557864	17557976
Y	RNA5SP521	17559774	17559889
Y	RNA5SP522	18346123	18346238
Y	RNA5SP523	18348035	18348147
Y	RNU1-107P	25723342	25723495
Y	RNU1-128P	17789003	17789162
Y	RNU1-40P	25928979	25929142
Y	RNU1-41P	18833729	18833890
Y	RNU1-48P	18486511	18486672
Y	RNU1-86P	23946618	23946771
Y	RNU1-95P	18116848	18117007
Y	RNU1-97P	23740942	23741105
Y	RNU2-57P	5019076	5019266
Y	RNU6-109P	16248935	16249041
Y	RNU6-1314P	26360989	26361092
Y	RNU6-1334P	2784749	2784853
Y	RNU6-184P	16336283	16336389
Y	RNU6-255P	19018983	19019087
Y	RNU6-303P	4174985	4175090
Y	RNU6-521P	7423054	7423158
Y	RNU6-941P	7378672	7378779
Y	RPS4Y1	2841486	2932000
Y	RPS4Y1	2841625	2866894
Y	RPS4Y2	20756164	20781032
Y	RPS4Y2	20756164	20781032
Y	SNORA20	16138248	16138379
Y	SNORA70	23423099	23423236
Y	SNORA70	26247384	26247521
Y	SRY	2786855	2787699
Y	SRY	2786989	2787603
Y	TBL1Y	6910686	7091683
Y	TBL1Y	7025085	7091492
Y	TGIF2LY	3579041	3580041
Y	TGIF2LY	3579245	3579802
Y	TMSB4Y	13703567	13706024
Y	TMSB4Y	13704336	13705259
Y	TSPY1	9466955	9490081
Y	TSPY10	9527880	9530682
Y	TSPY1;	9467001	9469561
Y	TSPY2	6246223	6249019
Y	TSPY2	6246269	6248825
Y	TSPY3	9398421	9401223
Y	TSPY3	9398467	9401029
Y	TSPY3	9527926	9530488
Y	TSPY4	9337464	9340284
Y	TSPY4	9337510	9340090
Y	TSPY8	9357797	9380870
Y	TSPY8	9357843	9360405
Y	TTTY11	8783310	8817382
Y	TTTY14	18872501	19077416
Y	TTTY8	9691100	9693957
Y	TTTY8B	6470773	6473630
Y	TTTY9B	18581206	18590521
Y	TXLNGY	19567313	19606274
Y	USP9Y	12701231	12860839
Y	USP9Y	12709448	12859416
Y	UTY	13248379	13480673
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13249856	13479665
Y	UTY	13297703	13479665
Y	UTY	13323114	13479665
Y	VCY	13985772	13986513
Y	VCY	14056290	14056859
Y	VCY1B	13985871	13986440
Y	VCY1B	14056217	14056958
Y	Y_RNA	7341531	7341642
Y	ZFY	2935071	2982506
Y	ZFY	2953937	2979993
Y	pRNA	17568962	17569051
Y	pRNA	18336960	18337049
X	5S_rRNA	148008100	148008215
X	5S_rRNA	151026295	151026406
X	5S_rRNA	69672479	69672597
X	7SK	12614003	12614197
X	ABCB7	75053172	75156732
X	ABCD1	153724868	153744762
X	AC002072.1	112978229	112978318
X	AC002365.5	9967358	9968352
X	AC002366.1	11465953	11466138
X	AC002981.1	12148318	12148401
X	AC003001.1	85244095	85244171
X	AC003013.1	109870352	109870419
X	AC003658.1	14764975	14765117
X	AC003666.1	10216598	10216699
X	AC004000.1	119424065	119424116
X	AC004000.2	119524455	119524563
X	AC004470.1	22761306	22761390
X	AC004552.1	24348809	24348906
X	AC004655.1	24698122	24698191
X	AC004673.1	23120832	23120905
X	AC004674.1	13297661	13297761
X	AC005000.1	115703812	115703867
X	AC005052.1	119810257	119810359
X	AC005926.1	30315085	30315178
X	AC007486.1	121332554	121332638
X	AC073597.1	16375636	16375732
X	AC074035.1	4718793	4718914
X	AC078988.1	28376963	28377061
X	AC078991.1	6514643	6514742
X	AC078993.1	16298390	16298474
X	AC079172.1	3188166	3188251
X	AC092198.2	39981591	39981677
X	AC092832.1	22636992	22637077
X	AC096509.1	24286545	24286677
X	AC097262.1	27222282	27222367
X	AC107613.1	27743751	27743848
X	AC108683.1	4583422	4583500
X	AC112497.1	15702602	15703243
X	AC112778.1	25206370	25206460
X	AC131011.1	23756172	23756281
X	AC231645.1	50006637	50006746
X	AC231656.1	149312233	149312315
X	AC231657.1	49155242	49157351
X	AC231759.1	52265772	52265860
X	AC231759.2	52288107	52288192
X	AC233287.1	36577396	36577491
X	AC233299.1	114636260	114636366
X	AC234031.1	53001527	53001617
X	AC234771.1	135206561	135206646
X	AC234775.1	101624057	101624157
X	AC235953.1	150489532	150489618
X	AC236972.1	153196633	153196684
X	AC239395.1	143446208	143446337
X	ACA64	80857076	80857202
X	ACA64	88148792	88148918
X	ACE2	15561033	15602148
X	ACEA_U3	70846079	70846295
X	ACOT9	23702253	23766475
X	ACRC	71578411	71613583
X	ACSL4	109624244	109733403
X	ACTRT1	128050962	128052398
X	AF274855.1	151956683	151956778
X	AFF2	148500619	149000663
X	AGTR2	116170722	116174972
X	AIFM1	130129362	130165887
X	AJ271736.1	156022631	156022698
X	AKAP14	119895837	119920716
X	AKAP17A	1591593	1602514
X	AKAP4	50190768	50201013
X	AL008708.1	103068865	103068986
X	AL009174.1	133746748	133746846
X	AL022574.1	82675638	82675727
X	AL022578.1	47835953	47836793
X	AL031176.1	112259493	112259574
X	AL033403.1	139599216	139599303
X	AL035088.1	107428989	107429079
X	AL035422.1	101427393	101427495
X	AL049791.1	80101220	80101308
X	AL050310.1	132435097	132435189
X	AL080272.1	142606860	142606945
X	AL096700.1	18863564	18863708
X	AL109620.1	142428477	142428544
X	AL109750.1	99385195	99385276
X	AL109800.1	123017819	123017909
X	AL121865.1	50645112	50645209
X	AL121869.1	92460452	92460545
X	AL121875.1	140404099	140404190
X	AL135784.1	131404510	131404602
X	AL136137.1	44577354	44577438
X	AL139396.1	53143034	53143117
X	AL139398.1	70408176	70408284
X	AL158069.1	69504705	69504823
X	AL161723.1	89790335	89790451
X	AL355593.1	100249212	100249313
X	AL356213.1	123465085	123465175
X	AL357115.1	81240820	81240901
X	AL359542.1	129821822	129821922
X	AL359851.1	121868867	121868956
X	AL359973.1	126472809	126472882
X	AL390966.1	95134279	95134372
X	AL391375.1	126732436	126732520
X	AL391380.1	135568567	135568666
X	AL445258.1	145990867	145990937
X	AL513487.1	122471725	122471818
X	AL589669.1	147255290	147255382
X	AL590763.1	71625753	71625855
X	AL590764.1	71141185	71141306
X	AL591668.1	134403298	134403382
X	AL591708.1	94893501	94893593
X	AL596243.1	126863514	126863581
X	AL596268.1	35056331	35056458
X	AL691477.1	134799782	134799945
X	AL732325.1	19868637	19868700
X	AL732579.1	136008483	136008573
X	AL928874.1	21563072	21563169
X	AL953885.1	125287776	125287843
X	ALAS2	55009055	55031064
X	ALG13	111665811	111760649
X	AMELX	11293413	11300761
X	AMER1	64185117	64205744
X	AMMECR1	110194186	110440233
X	AMOT	112774503	112840815
X	AP1S2	15825806	15855014
X	APEX2	55000357	55009057
X	APLN	129645809	129654937
X	APOO	23833353	23907934
X	APOOL	85003826	85093316
X	AR	67544032	67730619
X	ARAF	47561100	47571920
X	ARHGAP36	131058242	131089883
X	ARHGAP4	153907367	153934999
X	ARHGAP6	11137543	11665701
X	ARHGEF6	136665547	136782088
X	ARHGEF9	63634967	63809274
X	ARL13A	100969708	100990829
X	ARMCX1	101550531	101554700
X	ARMCX2	101655281	101659891
X	ARMCX3	101622797	101627843
X	ARMCX4	101418287	101533459
X	ARMCX5	102599168	102604159
X	ARMCX6	101615118	101618001
X	ARR3	70268305	70281840
X	ARSD	2903970	2929351
X	ARSE	2934632	2968310
X	ARSF	3041471	3112726
X	ARSH	3006613	3033571
X	ARX	25003694	25015948
X	ASB11	15281697	15315656
X	ASB12	64224196	64230631
X	ASB9	15235288	15270467
X	ASMT	1615001	1643081
X	ASMTL	1403139	1453762
X	ATG4A	108091668	108154671
X	ATP11C	139726346	139945276
X	ATP1B4	120362085	120383249
X	ATP2B3	153517676	153582939
X	ATP6AP1	154428632	154436516
X	ATP6AP2	40580908	40606637
X	ATP7A	77910656	78050395
X	ATRX	77504878	77786269
X	ATXN3L	13318236	13319952
X	AVPR2	153902531	153907166
X	AWAT1	70234655	70240627
X	AWAT2	70040542	70049938
X	BCAP31	153700497	153724697
X	BCOR	40049815	40177329
X	BCORL1	129981107	130058083
X	BEND2	18162931	18220883
X	BEX1	103062651	103064240
X	BEX2	103309346	103311046
X	BEX4	103215092	103217246
X	BEX5	102153708	102156057
X	BGN	153494939	153509554
X	BHLHB9	102720688	102753540
X	BMP15	50910784	50916607
X	BMX	15464246	15556529
X	BRCC3	155071420	155123074
X	BRS3	136487887	136493780
X	BRWD3	80670854	80809688
X	BTK	101349447	101390796
X	BX119917.1	72152336	72152414
X	BX649553.1	1294132	1294206
X	BX649553.2	1293615	1293689
X	BX649553.3	1291755	1291828
X	BX649553.4	1292094	1292167
X	C1GALT1C1	120625793	120630150
X	CA5B	15688830	15787624
X	CACNA1F	49205063	49233371
X	CAPN6	111245103	111270523
X	CASK	41514934	41923463
X	CCDC120	49053572	49069857
X	CCDC160	134237047	134246207
X	CCDC22	49235467	49250526
X	CCNB3	50202713	50351910
X	CD40LG	136648193	136660390
X	CD99	2691179	2741309
X	CD99L2	150766337	150898816
X	CDK16	47217860	47229997
X	CDKL5	18425583	18653629
X	CDX4	73447254	73455245
X	CENPI	101098218	101163681
X	CETN2	152826973	152830777
X	CFP	47624213	47630305
X	CHDC2	36035791	36145070
X	CHIC1	73563200	73687102
X	CHM	85861180	86047562
X	CHRDL1	110673856	110795819
X	CHST7	46573784	46598408
X	CITED1	72301638	72307187
X	CLCN4	10156945	10237660
X	CLCN5	49922615	50099235
X	CLDN2	106900164	106930861
X	CLIC2	155276211	155334657
X	CMC4	155061622	155071362
X	CNGA2	151738451	151745304
X	CNKSR2	21374418	21654695
X	COL4A5	108439844	108697545
X	COL4A6	108155607	108439497
X	COX7B	77899438	77907373
X	CPXCR1	88747225	88754785
X	CRLF2	1187549	1212750
X	CSAG1	152727484	152733735
X	CSAG2	152708261	152714549
X	CSF2RA	1268800	1310381
X	CSTF2	100820359	100840932
X	CT45A1	135713453	135723539
X	CT45A10	135881063	135889086
X	CT45A2	135811668	135820012
X	CT45A3	135759846	135768191
X	CT45A5	135777130	135785298
X	CT45A6	135794706	135802656
X	CT45A7	135829247	135837268
X	CT45A8	135846499	135854538
X	CT45A9	135863776	135871812
X	CT47A1	120982466	120985788
X	CT47A10	120938701	120942023
X	CT47A11	120933840	120937158
X	CT47A12	120877490	120932301
X	CT47A2	120977606	120980928
X	CT47A3	120972746	120976068
X	CT47A4	120967886	120971208
X	CT47A5	120963026	120966348
X	CT47A6	120943561	120961487
X	CT47A7	120953288	120956600
X	CT47A8	120948422	120951744
X	CT47A9	120943561	120946883
X	CT47B1	120872603	120875929
X	CT55	135156536	135171398
X	CT83	116461682	116463003
X	CTAG1A	154585143	154586821
X	CTAG1B	154617604	154619282
X	CTAG2	154651972	154653579
X	CTPS2	16588003	16712936
X	CUL4B	120524609	120575794
X	CXCR3	71615916	71618517
X	CXorf21	30558824	30577844
X	CXorf22	35919734	35990152
X	CXorf23	19912860	19970298
X	CXorf30	36228618	36385316
X	CXorf36	45148374	45200901
X	CXorf38	40626921	40647554
X	CXorf40A	149540355	149550510
X	CXorf40B	149929527	149938811
X	CXorf49	71714371	71718151
X	CXorf49B	71763424	71767204
X	CXorf51A	146814106	146814726
X	CXorf51B	146809784	146810409
X	CXorf56	119538149	119565434
X	CXorf57	106611930	106679442
X	CXorf58	23907801	23939507
X	CXorf65	71103889	71106788
X	CXorf66	139955725	139965520
X	CXorf67	51406915	51408843
X	CYBB	37780011	37813461
X	CYLC1	83861126	83886699
X	CYSLTR1	78271464	78327691
X	DACH2	86148458	86832604
X	DCAF12L1	126549383	126552851
X	DCAF12L2	126164531	126165951
X	DCAF8L1	27977993	27981355
X	DCAF8L2	27590382	27748821
X	DCX	111293780	111412375
X	DDX26B	135520659	135582510
X	DDX3X	41333348	41364472
X	DDX53	22999961	23003589
X	DGAT2L6	70177483	70205545
X	DGKK	50365409	50470738
X	DHRSX	2219516	2502805
X	DIAPH2	96684663	97604997
X	DIAPH2-AS1	97431286	97642589
X	DKC1	154762742	154777689
X	DLG3	70444861	70505490
X	DMD	31097677	33339441
X	DMRTC1	72872025	72943814
X	DMRTC1B	72777009	72848802
X	DNASE1L1	154401238	154412112
X	DOCK11	118495898	118686163
X	DRP2	101219769	101264497
X	DUSP9	153642492	153651326
X	DYNLT3	37836757	37847637
X	EBP	48521158	48528716
X	EDA	69616067	70039469
X	EDA2R	66595637	66639298
X	EEF1B2P3	24788392	24789069
X	EFHC2	44147882	44343672
X	EFNB1	68828997	68842147
X	EGFL6	13569605	13633575
X	EIF1AX	20124518	20141844
X	EIF2S3	24054716	24077971
X	ELF4	130064874	130110716
X	ELK1	47635521	47650604
X	EMD	154379197	154381523
X	ENOX2	130623369	130903317
X	ERAS	48828873	48830138
X	ERCC6L	72204657	72239047
X	ESX1	104250038	104254933
X	F8	154835788	155026940
X	F8A1	154886349	154888061
X	F8A2	155382115	155383230
X	F8A3	155456914	155458672
X	F9	139530758	139563458
X	FAAH2	57286706	57489196
X	FAM104B	55143102	55161310
X	FAM120C	54068324	54183281
X	FAM122B	134769566	134797232
X	FAM122C	134796789	134854610
X	FAM127A	135032366	135033546
X	FAM127B	135050932	135052196
X	FAM133A	93674013	93712274
X	FAM155B	69505241	69532508
X	FAM156A	52926402	52995472
X	FAM156B	52891306	52908560
X	FAM199X	104166620	104195902
X	FAM223A	154571248	154571960
X	FAM223A	154632470	154633182
X	FAM3A	154506159	154516242
X	FAM46D	80335504	80445311
X	FAM47A	34129756	34132314
X	FAM47B	34942796	34944915
X	FAM47C	37008397	37011666
X	FAM50A	154444126	154450654
X	FAM58A	153587919	153600045
X	FAM9A	8790795	8801383
X	FAM9B	9024232	9164639
X	FAM9C	13035618	13044682
X	FANCB	14843407	14873069
X	FATE1	151716035	151723194
X	FGD1	54445454	54496166
X	FGF13	138631574	139222777
X	FGF16	77447405	77457278
X	FHL1	136147400	136211359
X	FIGF	15345591	15384376
X	FKSG70	42285229	42285603
X	FLNA	154348524	154374638
X	FMR1	147911951	147951125
X	FMR1-AS1_2	147911822	147911948
X	FMR1NB	147981329	148026667
X	FO393407.1	125662904	125662994
X	FOXO4	71096197	71103535
X	FOXP3	49250436	49264826
X	FOXR2	55623400	55625325
X	FRMD7	132076993	132128020
X	FRMPD3	107522450	107605251
X	FRMPD4	12138466	12724523
X	FTHL17	31071241	31072053
X	FTSJ1	48476021	48486364
X	FTX_1	74274341	74274411
X	FTX_2	74280402	74280495
X	FTX_3	74280936	74281082
X	FTX_4	74281703	74281849
X	FTX_5	74293357	74293574
X	FUNDC1	44523639	44543001
X	FUNDC2	155025980	155060303
X	G6PD	154531391	154547572
X	GAB3	154675249	154751583
X	GABRA3	152166234	152451358
X	GABRE	151953124	151974680
X	GABRQ	152638183	152657534
X	GAGE1	49589496	49608536
X	GAGE10	49303669	49319844
X	GAGE12C	49532211	49539538
X	GAGE12D	49541767	49549094
X	GAGE12E	49551333	49558649
X	GAGE12G	49570434	49577754
X	GAGE12H	49579983	49587301
X	GAGE12J	49322057	49329384
X	GAGE13	49331616	49338952
X	GATA1	48786554	48794311
X	GDI1	154436920	154443467
X	GDPD2	70423031	70433390
X	GEMIN8	14008279	14029893
X	GJB1	71215194	71225516
X	GK	30653359	30731456
X	GLA	101397803	101407925
X	GLOD5	48761750	48773648
X	GLRA2	14529298	14731812
X	GLRA4	103707224	103728655
X	GNL3L	54530211	54561071
X	GPC3	133535745	133985895
X	GPC4	133300103	133415490
X	GPKOW	49113389	49123801
X	GPM6B	13771031	13938638
X	GPR101	137030148	137031674
X	GPR112	136300963	136416888
X	GPR119	130384440	130385447
X	GPR143	9725346	9786297
X	GPR173	53049091	53080615
X	GPR174	79170972	79172229
X	GPR34	41688973	41697277
X	GPR50	151176653	151181465
X	GPR64	18989309	19122637
X	GPR82	41724155	41730135
X	GPRASP1	102651366	102659083
X	GPRASP2	102712176	102717733
X	GRIA3	123184153	123490915
X	GRIPAP1	48973720	49002264
X	GRPR	16123556	16153021
X	GS1-184P14.2	24429573	24429920
X	GSPT2	51743431	51746232
X	GTPBP6	304529	318819
X	GUCY2F	109372906	109482072
X	GYG2	2828788	2882818
X	H2AFB1	154884972	154885558
X	H2AFB2	155380787	155381134
X	H2AFB3	155459415	155460005
X	H2BFM	104039949	104042454
X	H2BFWT	104011147	104013687
X	HCCS	11111301	11123078
X	HCFC1	153947553	153971807
X	HDAC6	48801377	48824982
X	HDAC8	72329516	72573103
X	HDHD1	7048920	7148190
X	HDX	84317874	84502479
X	HEPH	66162549	66268867
X	HMGB3	150980509	150990775
X	HMGN5	81113701	81201942
X	HNRNPH2	101408295	101414133
X	HPRT1	134460153	134520513
X	HS6ST2	132626016	132961395
X	HSD17B10	53431258	53434373
X	HSFX1	149774068	149776867
X	HSFX2	149592515	149594716
X	HTATSF1	136497079	136512346
X	HTR2C	114584078	114910061
X	HUWE1	53532096	53686729
X	HYPM	37990817	37991317
X	IDH3G	153785766	153794523
X	IDS	149476990	149521096
X	IGBP1	70133449	70166324
X	IGSF1	131273506	131399703
X	IKBKG	154541199	154565046
X	IL13RA1	118727572	118794539
X	IL13RA2	115003975	115019977
X	IL1RAPL1	28587399	29956723
X	IL1RAPL2	104566315	105767829
X	IL2RG	71107404	71112108
X	IL3RA	1336616	1382689
X	IL9R	155997581	156010817
X	INGX	71491682	71492928
X	IQSEC2	53232876	53321324
X	IRAK1	154010500	154019980
X	IRS4	108732482	108736409
X	ITGB1BP2	71301734	71305371
X	ITIH6	54748899	54798240
X	ITM2A	79360384	79367667
X	JADE3	46912276	47061242
X	JPX_1	73944332	73944466
X	JPX_2	73944595	73944663
X	KAL1	8528874	8732187
X	KCND1	48961378	48971569
X	KCNE1L	109623700	109625172
X	KDM5C	53191321	53225422
X	KDM6A	44873177	45112602
X	KF459411.1	131996845	131996933
X	KIAA1210	119078635	119150579
X	KIAA2022	74732849	74925485
X	KIF4A	70290090	70420832
X	KLF8	56232421	56287889
X	KLHL13	117897813	118117340
X	KLHL15	23983720	24027186
X	KLHL34	21654690	21658330
X	KLHL4	87517749	87670050
X	KRBOX4	46446857	46497422
X	L1CAM	153861514	153909223
X	LAGE3	154477769	154479257
X	LAMP2	120427827	120469365
X	LANCL3	37571569	37684463
X	LAS1L	65512582	65534775
X	LDOC1	141175745	141177125
X	LHFPL1	112630648	112680054
X	LINC00893	149527591	149540959
X	LINC01420	56729259	56818380
X	LINC01545	46887417	46899703
X	LINC01546	3271820	3284653
X	LINC01560	47483571	47484823
X	LONRF3	118974614	119018355
X	LPAR4	78747709	78757094
X	LRCH2	115110616	115234072
X	LUZP4	115289727	115307556
X	MAGEA1	153179285	153183880
X	MAGEA10	152133310	152138578
X	MAGEA11	149688228	149717266
X	MAGEA12	152733779	152737669
X	MAGEA2	152749863	152753884
X	MAGEA2B	152714586	152718607
X	MAGEA3	152698752	152702347
X	MAGEA4	151912509	151925170
X	MAGEA6	152766136	152769747
X	MAGEA8	149881141	149885835
X	MAGEA9	149581653	149587453
X	MAGEA9B	149781930	149787737
X	MAGEB1	30243730	30252038
X	MAGEB10	27807990	27823014
X	MAGEB16	35798342	35803735
X	MAGEB17	16167481	16171464
X	MAGEB18	26138343	26140735
X	MAGEB2	30215560	30220089
X	MAGEB3	30230436	30237492
X	MAGEB5	26216169	26218270
X	MAGEB6	26192440	26195646
X	MAGEC1	141903894	141909388
X	MAGEC2	142202345	142205290
X	MAGEC3	141838316	141897832
X	MAGED1	51803007	51902357
X	MAGED2	54807599	54816012
X	MAGED4	52184823	52192268
X	MAGED4B	52061827	52069248
X	MAGEE1	76427724	76431353
X	MAGEE2	75782988	75785236
X	MAGEH1	55452105	55453566
X	MAGIX	49162564	49168483
X	MAGT1	77826364	77895593
X	MAMLD1	150361422	150514178
X	MAOA	43654907	43746824
X	MAOB	43766611	43882447
X	MAP3K15	19360056	19515261
X	MAP7D2	20006713	20116917
X	MAP7D3	136213220	136256482
X	MBNL3	132369317	132489968
X	MBTPS2	21839636	21885424
X	MCF2	139581770	139708227
X	MCTS1	120594010	120621074
X	MECP2	154021573	154097755
X	MED12	71118556	71142454
X	MED14	40648306	40735858
X	MED14OS	40735400	40738701
X	MID1	10445310	10833654
X	MID1IP1	38801432	38806537
X	MID2	107825755	107927193
X	MIR105-1	152392219	152392299
X	MIR105-2	152394412	152394492
X	MIR106A	134170198	134170278
X	MIR1184-1	154887360	154887458
X	MIR1184-2	155383100	155383198
X	MIR1184-3	155457517	155457615
X	MIR1264	114652625	114652736
X	MIR1277	118386370	118386477
X	MIR1298	114715233	114715344
X	MIR1468	63786002	63786087
X	MIR1587	39837561	39837613
X	MIR188	50003497	50003607
X	MIR18B	134170017	134170125
X	MIR1911	114763184	114763263
X	MIR1912	114651544	114651623
X	MIR19B2	134169671	134169767
X	MIR20B	134169809	134169877
X	MIR2114	150227982	150228091
X	MIR221	45746157	45746266
X	MIR222	45747015	45747126
X	MIR223	66018870	66018979
X	MIR224	151958578	151958658
X	MIR23C	20017081	20017191
X	MIR3202-1	153981097	153981177
X	MIR320D2	140926172	140926219
X	MIR325	77005404	77005501
X	MIR361	85903611	85903722
X	MIR362	50008964	50009028
X	MIR363	134169361	134169473
X	MIR3672	121370972	121371053
X	MIR3690	1293918	1293992
X	MIR374A	74287276	74287386
X	MIR374B	74218517	74218628
X	MIR3915	32583656	32583752
X	MIR3937	39661216	39661321
X	MIR3978	110082118	110082218
X	MIR421	74218373	74218484
X	MIR424	134546611	134546721
X	MIR4329	112780718	112780788
X	MIR4330	151168222	151168326
X	MIR448	114823454	114823564
X	MIR450A1	134540341	134540431
X	MIR450A2	134540495	134540605
X	MIR450B	134540161	134540272
X	MIR452	151959607	151959719
X	MIR4666B	29574278	29574358
X	MIR4767	7147860	7147937
X	MIR4768	17425881	17425954
X	MIR4769	47587429	47587505
X	MIR4770	6383906	6383963
X	MIR500A	50008431	50008514
X	MIR500B	50010671	50010749
X	MIR501	50009722	50009805
X	MIR502	50014598	50014683
X	MIR503	134546328	134546398
X	MIR504	138667692	138667800
X	MIR505	139924126	139924237
X	MIR506	147230720	147230843
X	MIR507	147230984	147231077
X	MIR508	147236913	147237027
X	MIR509-1	147260532	147260625
X	MIR509-2	147258760	147258850
X	MIR509-3	147259652	147259726
X	MIR510	147272335	147272408
X	MIR513A1	147213463	147213591
X	MIR513A2	147225826	147225952
X	MIR513B	147199044	147199127
X	MIR513C	147189704	147189787
X	MIR514A1	147279247	147279344
X	MIR514A2	147281943	147282030
X	MIR514A3	147284641	147284728
X	MIR514B	147250151	147250230
X	MIR532	50003148	50003238
X	MIR542	134541344	134541455
X	MIR545	74287104	74287209
X	MIR548AJ2	38023895	38023986
X	MIR548AM	16627012	16627085
X	MIR548AN	106639814	106639896
X	MIR548AX	11318614	11318686
X	MIR548F5	32641474	32641559
X	MIR548I4	84225752	84225828
X	MIR548M	95063141	95063226
X	MIR6087	109054542	109054590
X	MIR6089	2609191	2609254
X	MIR6134	28495555	28495663
X	MIR651	8126960	8127068
X	MIR652	110055319	110055427
X	MIR660	50013236	50013345
X	MIR676	70022829	70022939
X	MIR6857	53405673	53405765
X	MIR6858	154450320	154450386
X	MIR6894	53198889	53198945
X	MIR6895	53195411	53195488
X	MIR718	154019920	154019995
X	MIR764	114639435	114639519
X	MIR766	119646743	119646854
X	MIR767	152393413	152393523
X	MIR8088	52336557	52336642
X	MIR888	145994784	145994860
X	MIR890	145994275	145994351
X	MIR891A	146027794	146027872
X	MIR891B	146001053	146001131
X	MIR892A	145996669	145996743
X	MIR892B	145997198	145997274
