> aCTB	M
GDF15	-2.269880375
PARM1	3.70579275
MARC1	-2.00862975
TMTC1	3.2274165
ERVFRD-1	-5.41598975
CCL4L2	2.005543625
APOO	2.356031125
DTNA	2.72134025
PLAC4	-4.931363625
CNR1	4.3359005
PAGE4	-3.810367125
SPOCK1	2.833376875
IFI44	3.73247875
CFI	3.038618125
C1QB	2.130552375
CCL23	1.940102
EMCN	2.10563375
FHDC1	-2.761684625
CCL4	4.224632125
PRDM1	2.825171625
NPR3	2.8328955
GZMK	3.57255425
PTPN22	3.3056675
ARMC9	1.908914875
CD52	2.75277425
APCDD1	2.016069375
SLC19A3	-3.262314375
NEBL	-2.215938625
C1R	2.031166625
CD3D	2.1368995
SIGLEC6	-3.4823835
SAMD9L	2.553416625
LOC100506966	2.635447375
HLA-DMB	1.852392375
SPTLC3	-3.394625
HCP5	2.3455145
SLC19A2	-2.7470375
KLRC4-KLRK1	3.698944875
TRDJ1	3.886236625
MAP3K5	3.43278375
ABCA8	3.709665
KLF9	2.473870875
TM6SF1	2.89298925
PTPN13	2.973930375
C1S	2.23038675
HLA-DMB	1.802751625
FERMT1	-1.835776
LSAMP	2.094161375
PPAP2A	3.24911275
SKAP1	1.807627125
IGFBP2	3.055328625
NBLA00301	2.986601375
DEPTOR	2.762642625
DDR2	1.9532245
PRUNE2	3.6412635
DSC3	-4.65848875
S100A3	2.38961175
DEPDC1B	-4.288113625
ATP6V1C2	-3.06539625
ERVW-1	-3.280409
SCARA5	3.053868625
MAOB	3.31119325
SMOX	1.491401375
DLK1	-3.701442625
> sCTB	M
NOTUM	-5.26790525
MEOX2	4.361663125
HTRA4	-4.911289
SLC26A7	3.362073
TAP1	-2.6741195
TAP1	-2.6741195
TAP1	-2.6741195
TAP1	-2.6741195
TAP1	-2.6741195
TAP1	-2.6741195
TAP1	-2.6741195
ISG15	-3.72318625
MT1F	-3.9785715
HN1	-2.99868875
HSPG2	-3.58855525
EPSTI1	-2.421157625
TAP1	-2.244889375
FN1	-2.63976175
PLA2G10	-4.016577375
RFPL4B	-3.2634665
FRAS1	2.76738225
HLA-G	-2.59390275
QSOX1	-3.0412045
C12orf75	-2.5898105
COX4I2	3.201897875
HLA-G	-2.485137375
HLA-G	-2.485137375
CCR1	-2.949173
HLA-G	-2.577564125
RFX6	2.18232525
MT1X	-4.40444
HLA-G	-2.563402875
HLA-G	-2.563402875
NTS	4.515215375
SCN7A	4.34545625
AGTR1	3.150178625
HLA-G	-2.44254525
ABCB1	3.507289625
SLC4A7	-3.053108
RAB8B	-2.088813375
SLC2A10	-1.75099175
DNAPTP3	-2.0137075
LOC730101	3.11352825
FSTL3	-4.612459
IGFBP1	-6.547057375
CMTM3	-1.65644875
ABP1	-4.32644625
LAMA4	-2.24760125
FRMD6	2.001821125
NOG	-3.069082125
DYSF	2.1101145
PRG2	-6.152163875
ISM1	2.157268375
ARHGAP42	2.346731125
ARHGAP17	1.754179125
APLNR	4.0261935
GALNT7	-2.660628875
MT1H	-5.571755375
TTPA	3.302958
PLAC8	-3.265280125
SLC27A2	4.61132475
LOC100128386	2.866685375
AFF2-IT1	3.269442125
EPHA3	2.595647125
KDELR3	-2.521246
GABRA3	1.726909625
EGFEM1P	2.89851575
MMP2	-3.206829625
GLIPR1	-3.4079135
TBX5	2.735325875
CITED2	-2.604691875
HCAR2	-4.291508625
ADAM19	-2.800105375
CPS1	4.07987625
MGAT4A	-2.21007575
SLC25A35	1.472363
ELF5	1.7521365
AREG	4.54600975
ADAMTS18	2.390676
PTPRS	-1.697168625
COLEC10	2.837575125
IL1R2	-3.983727625
CA8	1.901466875
GPR32	-3.199285625
HACE1	1.93895875
ADRBK2	-2.106036125
GALNT3	-2.74594925
ENDOU	2.83205925
SLC26A7	3.967156625
TMEM155	1.604980625
ACSS1	2.415650125
ERP27	-1.5377555
FUT9	1.745594875
AREG	4.5827075
PTGES	-2.760449875
SLC6A4	2.3506
PDCD1LG2	-4.244786625
PCDH11X	2.84293525
LIMA1	-1.730647125
